type_of_action,traveled_distance_pixel,elapsed_time,direction_of_movement,straightness,num_points,sum_of_angles,mean_curv,sd_curv,max_curv,min_curv,mean_omega,sd_omega,max_omega,min_omega,largest_deviation,dist_end_to_end_line,num_critical_points,mean_vx,sd_vx,max_vx,min_vx,mean_vy,sd_vy,max_vy,min_vy,mean_v,sd_v,max_v,min_v,mean_a,sd_a,max_a,min_a,mean_jerk,sd_jerk,max_jerk,min_jerk,a_beg_time,class,session,n_from,n_to, islegal
3,961.661545419201,0.8642268180847168,0,0.6860797132255186,80,-15.697608198225833,-0.016197287852605585,0.20462041296676114,0.5535743588970452,-1.5707963267948966,-0.44601366833140405,37.46381998715968,196.42817198834686,-110.10758267031105,1843.4834248337654,659.7764773012145,19,880.8349646566588,1101.853666694844,3503.07269202088,-624.059514953132,541.3728776859899,1074.0897575008355,2626.521067541411,-1511.7786922175833,1500.7410175964512,1074.488419777796,3679.5878133021943,0.0,689.5831797445969,45537.00096348137,92113.17266391234,-86934.89860064452,-7701.1055615105415,8111865.495894232,17978446.548247937,-17607650.578579154,0.007996797561645508,7,10,72,152,1
1,296.0354052133075,0.6722543239593506,2,0.6889742812916179,46,19.585045919133442,-0.06425932539975149,0.7200089386978348,0.7853981633974483,-4.71238898038469,8.11998102345505,44.55657343645913,192.09835602709106,-98.40184778594869,629.3759008854602,203.9607805437114,18,-239.39364373067875,332.3507223888714,257.1614960147443,-971.1927491647647,504.09312559272,862.804700510899,2208.432457731235,-493.6653229365897,803.7828997154032,710.8923733174835,2296.5857868969565,3.1223486340156494,1125.3607774414702,31957.407341154438,112589.2705678838,-82193.0681007106,-16669.94380429431,5655275.05515393,21586381.373918198,-13511526.219909135,0.07205605506896973,7,10,153,198,1
4,1568.060802295623,2.208828687667845,3,0.6717193158452689,133,172.67812729161247,-0.0006737577816379249,0.22412526438220312,1.5707963267948966,-1.5707963267948966,3.739731186751635,47.53218561957625,392.9266328708002,-138.45313940484868,945.8948957731089,1053.2967293217994,88,-988.6203872736658,2434.597081116126,1000.5197841191439,-8503.911028950426,104.9536887473728,166.835380399724,750.4345907261904,0.0,1463.6318005009127,2187.185904397604,8503.911028950426,0.0,921.0866197222681,50595.330393542536,252364.58078894706,-172049.9851157146,-38999.232774866614,7840055.282110912,25675826.296619557,-25387285.050902426,0,7,10,199,331,1
3,1625.3143908463949,1.1440327167511004,7,0.8356244361947995,87,51.26386627789669,0.003864391847290677,0.36561869741536557,1.832595714594046,-2.314793933578504,6.303040510437699,91.65421162625326,687.6011035398973,-322.04443147007515,1178.885355329332,1358.1524214903127,43,1902.6866507515758,4073.6042910497263,15131.50816935339,-750.4345907262738,-443.16815182035424,1387.7787738183454,875.4287077343156,-4752.752407930955,2327.9045851406086,4108.575003590991,15717.52484104352,0.0,1753.2545912771075,106958.40413480069,475768.62201862293,-326588.47964033246,31257.47736008942,11378985.206561135,40851900.31671592,-42971823.19498783,0.071957588195799,7,10,332,419,1
1,151.77602794856816,0.22352218627929865,2,0.9869137756365448,29,59.00377715728902,0.0703606056164185,0.09237456127086537,1.5707963267948966,-0.09221777820424668,9.497622664603224,45.76115188592731,196.24679246577927,-60.078312198987255,460.6052994454757,149.78985279383915,4,-350.46042060666645,195.2047784561779,0,-703.8997538600706,547.6470338960812,262.27469456318056,1030.1934850022312,112.19216263209404,658.7081404655146,308.1223528586731,1151.7913312211997,124.93458834743238,1281.2166848034324,30100.637459833157,54154.112684057516,-57818.99513301855,-171906.4452896065,5664057.712554003,10783241.234540595,-12785294.931262998,0.016000986099241388,7,10,420,448,1
4,1298.694092310981,2.4950280189514142,4,0.9918160185261453,184,428.58413358496284,0.025646810329035534,0.24779105092596884,3.141592653589793,-1.3012881890750179,0.1693717830677627,174.72486965505448,763.3585511570293,-765.3346508505977,1341.3454988184299,1288.0656039193034,131,-871.0637148413855,638.1800560520765,0,-2627.30451901566,-9.491433641066648,130.6130725671245,375.206106870229,-625.3062198102255,878.2362724088623,641.6701259138778,2639.1928354728925,0.0,899.7952020545401,33484.79168011053,104994.26041738603,-109537.70995793628,36801.968674438205,6024570.664747917,19682322.671388235,-15656961.864284573,0.18283295631408514,7,10,449,632,1
3,584.9556302758447,0.38367700576782227,7,0.9406105076754532,41,-13.511097197082234,-0.013930142065506157,0.2530764140423718,1.0172219678978514,-1.5707963267948966,-0.4103127362152877,67.01944513439156,196.3403658559181,-196.35792080174798,605.2066018486815,550.2154123613769,5,1558.1088671204266,1402.889750340345,5356.872981602554,0.0,-626.6406224989223,774.9957129410728,512.3283354200421,-1980.3758380811555,1778.211599612555,1486.6003115107824,5607.612374266049,27.844707631844496,1346.4424566950713,61087.226919627996,156421.88107087943,-128335.51912108841,103846.2178576462,8239446.043145965,16059263.351457603,-24117073.124846138,0.015894174575805664,7,11,2,43,1
3,686.9921964519964,0.9046986103057861,0,0.9746442561049067,60,46.2954269889424,0.02337174101246479,0.2109022230948684,0.7853981633974483,-0.5553603672697913,7.33869757860999,45.402132856802666,175.81301241683855,-80.49144920124381,1813.2332145315258,669.5729982608319,13,1234.5730036205382,1844.267301410012,8778.665459893653,0.0,720.9121400200205,906.9542679431536,5219.747030207037,0.0,1465.1831054780037,2029.1682678248035,10213.262275888397,0.0,15971.644059797953,211470.77658277997,1419078.4513772125,-492642.9873897943,3424628.091614559,46354897.254622005,284769840.2307934,-166954856.1747811,0.0159909725189209,7,11,44,104,1
3,39.0,0.4232158660888672,2,1.0,18,25.132741228718352,0.032724923474893676,0.032724923474893676,0.5235987755982988,0.0,11.006011413880307,47.99949768310795,203.56549719329962,-5.457291743454106,1320.0,39.0,15,0.0,0.0,0,0.0,269.07062495945723,147.52867686493434,500.34940801055336,0.0,269.07062495945723,147.52867686493434,500.34940801055336,0.0,2728.404761177216,23629.502464472527,50383.67492376669,-46923.74242671154,189092.6904341556,4481146.151330519,6766950.056943793,-7822414.853805155,0.015758514404295987,7,11,105,123,1
1,69.00117440766621,0.18389344215393066,2,0.9653576262337199,24,39.71601371881583,-0.00918454100864744,0.2735576828309314,0.5553603672697969,-0.7853981633974483,8.187260017486897,59.65722690118851,196.48089337531735,-98.22580011124838,1094.9123734238615,66.61080993352356,13,-46.9041829548778,88.38174129256166,0,-250.15978290042645,343.95417741172395,145.0786106325982,750.7704057277567,125.0575151316378,359.59453205926,138.88787967572526,750.7704057277567,125.06124396204508,681.5273339049066,22076.78891677038,47009.15464338395,-28709.955452408125,-155184.8230980398,4252494.836421139,7491297.97185802,-7841314.105071203,0.007994651794433594,7,11,124,147,1
4,1796.0206899499692,2.4399130344390887,3,0.5243716612207159,143,240.17782710560007,0.004715443436006854,0.2074617276756075,3.141592653589793,-1.5707963267948966,0.13281658375540473,22.809810193366232,138.46139589840442,-138.46139589834291,886.6390387745432,941.7823527758417,79,-801.6855849243252,2072.673733549338,3752.844403352322,-6002.5817531299235,192.60850576983637,217.27331601900948,752.026775041836,0.0,1566.409470233432,1595.1048903704693,6002.5817531299235,0.0,598.7609401586922,46480.53147498526,181122.31368553863,-142464.58187468146,-122839.9731608177,7149258.6047581695,17827156.590544745,-29520284.899221413,0.18389487266540439,7,11,148,290,1
3,1240.101588826654,0.7522628307342512,7,0.964221673824329,52,-24.36684446851748,0.09191507744234605,0.7551215223118216,5.300391583932257,-0.39269908169872414,9.026934642831979,95.1111334644568,662.9130970316496,-115.98944417407355,1090.3455752212662,1195.7328296906462,12,2769.3831920050093,2870.8817450017714,8392.365775718605,-500.3344864606943,-774.8814028267839,601.4964756365562,0,-2004.1470509178757,2979.066565637249,2824.026340136916,8628.349130346764,0.0,1101.5568148329282,82503.08178276187,255513.55193258802,-147993.82974282964,3554.5411762146864,11202012.95818328,23331565.348009065,-20510486.575284176,0.03997755050659357,7,11,291,343,1
1,205.94054555899473,0.7759358882904053,2,0.7288347961357526,69,166.47111227956944,0.03540803003875276,0.16960744663499275,1.5707963267948966,-0.5553603672697913,6.585788368243699,50.17712429350425,224.5151581755373,-135.83684243958453,483.5684673381373,150.0966355385756,43,-143.86188659809983,177.2309987189874,250.13740458015266,-575.5674637208824,223.64998007813082,338.06264747745826,1375.9608720288688,0.0,360.8237849411049,290.6364955111766,1375.9608720288688,17.8674902553835,1047.580426997802,24729.425143783068,75248.8473736979,-62606.95407147074,-46861.34420380563,4833038.808432636,10614624.682403466,-9461573.56144247,0.014992237091064453,7,11,344,412,1
4,1228.6627362161935,2.143789768218994,3,0.919699449791856,93,188.12231803445798,0.05207668802643719,0.24128842126302766,3.141592653589793,-0.7853981633974483,-0.8746117605995879,38.318267588384956,196.8330938294597,-196.46917506598098,1337.8136354399821,1130.0004424777894,73,-1524.098959754423,1697.5556959387889,375.407601885554,-5253.042135083916,1.292864534863548,91.0408236893978,374.9824770532008,-250.18962689015478,1642.618287066367,1583.1958858045439,5253.042135083916,0.0,1315.2165302459853,44511.23250199325,121313.72588661435,-120817.6936080827,45787.57994085333,7343100.757574631,22044937.462852176,-15652877.750463555,0.1839592456817627,7,11,413,505,1
3,499.3523637119049,0.5874814987182617,7,0.9340979003828747,48,-14.458914669031202,-0.0070636803527565255,0.2728110573865489,0.939947366397717,-0.7853981633974483,0.23274649452925336,84.25361093553762,393.18091140634385,-182.02506745852028,442.80557245426894,466.44399449451595,13,1239.2670105205755,1725.0307273887904,11093.596649769708,0.0,-635.0988390288088,1042.4560609841387,418.30098733419766,-6471.264712365663,1475.3918139517964,1953.1219197738076,12843.09750820614,0.0,208128.9736093912,1588125.3573040639,10790951.793174118,-1236078.9213717652,186856335.17102543,1463715827.2391417,9926261597.0127,-1295921056.2128668,0.08206225395202638,7,12,2,50,1
3,910.2141728547504,0.8832380771636967,0,0.8358539935810223,82,34.91145841889547,0.009289776412223703,0.0911553783874081,0.7853981633974483,-0.14389122228582826,-0.27980022083210493,22.035789676652147,124.90767439209118,-78.586090394993,1790.9003463001045,760.80615139469,28,1025.7824471891659,779.158215259309,2672.9094164415233,0.0,521.8786699849456,848.4545080441793,2749.5437425507316,-751.2859062005344,1374.6686056425772,864.8017277278058,3474.7830904329708,0.0,-63.64204373826767,44334.704932916655,168044.873024187,-119501.30056902397,-77306.26072741732,8145938.150511234,22543414.286568347,-24533791.435008064,0.038300514221191406,7,12,51,133,1
1,210.10701944012578,0.6959500312805185,2,0.7208843718785628,48,56.1177567424713,0.035360803222387806,0.103840679491432,1.5707963267948966,-0.39269908169872414,3.7807082550199254,43.49090759805329,196.22341305278803,-99.16908478325611,1117.2837517630458,151.46286673637206,19,-57.213327095584255,336.8732231233109,624.9521709331087,-537.8174707485174,391.7277673171089,403.37164682403363,1380.0354151710935,0.0,545.6182828779148,359.4690567577816,1468.445490976638,12.542737611430589,1873.6716069822123,31739.450298055508,96300.71939403992,-59960.87042956069,31420.60757926171,6451162.073124797,19604229.81704616,-17490086.671210166,0.02380990982055753,7,12,134,181,1
4,1260.1092252065398,3.840418100357054,3,0.8750503819542,133,166.68629794848934,-0.02029580659134148,0.741666278040306,5.497787143782138,-4.71238898038469,0.867886853271379,218.22241652125393,768.1058560587477,-770.41475143445,1009.7862898714534,1102.6590588209938,42,-1033.3297390024559,1016.9582325261151,625.3621589384226,-3502.2369606055813,112.41880927406375,375.4769149774359,1375.8788059526512,-500.2300605266623,1179.9448271113747,926.6068907329023,3762.8056310285615,0.0,1038.9827033115791,33395.17004036426,108670.41618260887,-119927.53717561916,3303.940173037597,5974924.343782995,21975084.82850903,-22751335.900964122,0,7,12,182,314,1
3,1611.0823528204485,1.5524754524230957,7,0.8395054880151271,137,52.405440205300614,-0.009428694294868225,0.20681099351156815,0.7853981633974483,-1.5707963267948966,1.3611503723637817,37.7762434550886,138.46965337669036,-98.23458753296866,1202.0340128779628,1352.51247683709,50,1205.9780100658031,1733.505426541137,6629.431945604199,-1751.2229280371312,-257.82120660910783,562.5008392872649,500.2897271506269,-1751.17070261243,1467.5348366992523,1636.8685221452001,6770.710695440915,0.0,741.3118797257285,42711.870749709655,128349.87818110599,-125964.37466862764,-41021.90932796448,6372645.249755071,16670636.967156757,-22313672.260933235,0.007995367050169122,7,12,315,452,1
1,169.0642653128294,0.44025349617004395,2,0.9534021125118493,46,83.89093538370616,0.0032166084589619745,0.1543334492539549,0.5235987755982988,-0.46364760900080615,5.067458258967642,50.26594692368149,192.50810298799502,-103.34740888880222,860.4271095576798,161.1862276995153,20,-161.0153506887198,203.35652961520216,0,-743.8907478567679,402.15705341184594,222.08087121378168,853.657530529388,13.836514005403568,454.14852848740685,266.93204298572687,1025.9686660032248,13.836514005403568,1311.925319695191,22340.242577521654,53629.005308784246,-49039.01791323605,-5833.0333435355715,4342727.075584741,9889088.293013886,-7846950.074813408,0.008159637451171875,7,12,453,498,1
4,1326.5497928599664,2.079561233520508,4,0.987196123552599,117,132.98022742798966,0.0034585624116419984,0.49353211435608607,1.9871449175943148,-1.5795594816216036,-0.6940012194411916,327.30516764062514,768.2891366040618,-771.551300443699,1377.938672294981,1309.564813210862,56,-1385.7756389017395,1447.9658051761878,0,-6878.368417914008,-70.08898185697231,158.85551851308838,250.99811495777325,-625.5486950038676,1405.0898788973352,1439.4458640763237,6878.368417914008,0.0,2196.333023195795,64816.33976619517,276958.43453266646,-234699.8762475113,102233.30966948708,9959913.47314081,34604982.66446612,-33223765.953897018,0.16790175437927068,7,12,499,615,1
3,533.5870342242705,0.9041423797607422,7,0.9416476795872047,55,-9.606872290502226,-0.0014726827203794676,0.2719952433325235,0.8832087356751877,-1.1780972450961724,-0.935717531661476,83.31499331582953,195.5652384060418,-271.47005754839336,496.874329356352,502.4509926351027,5,1037.6361774147413,1037.3865549450813,3977.528686581318,0.0,-482.55412166333787,776.4829469044137,374.9713025598236,-2272.8735351893247,1212.9049809745236,1229.4391391973795,4581.123067495712,0.0,1509.0386462864258,56598.343461813056,255862.15764765095,-141825.50469817768,178960.8855114408,10204175.903465847,41511517.62476677,-44211053.44344333,0.04796624183654785,7,13,2,57,1
3,1212.8959460482129,1.7536382675170903,0,0.6051772472046979,114,25.844435863843064,0.04746082953641011,0.8725215385673152,5.81953769817878,-4.71238898038469,9.551904515326594,93.0128251093817,727.798623818376,-103.28908093721415,1802.0699062051922,734.0170297751953,34,715.7366295869751,1694.816858691524,6655.668997942991,-1126.1220130664046,370.6755118295909,764.0816800626388,2249.8278153589413,-1062.824490830067,1326.3428949486245,1525.477467273018,6875.713145935094,0.0,1045.8988469454346,50172.978949940756,194598.35506374686,-218314.39881394332,74687.72134210308,7984904.3025752185,30305837.517961297,-26156882.4858967,0.009998083114624023,7,13,58,172,1
1,172.89811205066923,0.17665886878967285,2,0.99381306560502,23,37.282253340308976,0.009478915554736948,0.026854741611980572,0.2243994752564138,-0.05504955913820897,8.09390917854824,42.21066550098579,183.80240805301875,-30.31912029116728,1112.039668150095,171.82840277439584,6,-136.79145739309715,138.5262233961953,0,-376.8692943572541,923.2053358600141,495.08042588873514,1758.7233736671858,119.451599122832,939.0528515159122,502.5057587878045,1798.649040283463,119.451599122832,1006.1805334540325,38382.7351737487,95843.06192313728,-89901.61592842509,-169068.21429677654,6628829.817422167,17014821.861472894,-9601908.741947375,0.03267955780029297,7,13,173,195,1
4,1205.7836576346472,1.0174193382263184,3,0.9875133911222131,52,141.7870602606959,0.00928096080007535,0.24113275245567328,1.5707963267948966,-1.5707963267948966,0.13977518585879023,15.788219024201851,73.67693350270962,-42.824940034596885,1023.8345810287004,1190.727508710536,22,-2847.9266196572157,2329.5687358042574,0,-7628.735881687293,252.67935158548795,287.09624899095996,1125.618320610687,0.0,2893.232012858804,2303.3366538539617,7628.735881687293,0.0,845.9950946829753,80421.3147092052,251809.48403760744,-109744.22142128552,2397.3474732416994,12879463.37609349,39100401.92238489,-37141191.6207623,0.17490291595458984,7,13,196,247,1
1,933.9567198075422,0.5835936069488525,7,0.9925490366311728,64,-7.9090900056893885,0.005383048349874438,0.0685210292001065,0.4636476090008061,-0.1630825797843904,0.0053039225306407145,19.82524083874289,73.55168864839786,-73.50565307790822,770.5562701995788,926.9978425001862,39,1809.4162037013964,1991.6672941651525,7586.435700520579,11.374568806543063,-84.10774669244482,123.67295495647573,0,-495.1222074663217,1824.9671713090265,1982.6799773261837,7586.435700520579,11.374568806543063,1512.446029417102,66797.91690043826,293126.9402223355,-140212.00232581122,-85395.64007650202,8593199.46270184,29732471.138552867,-31205486.618681297,0.05561399459838867,7,13,248,311,1
4,859.0357541948553,0.5217010974884051,3,0.9989441929793094,31,86.70248953075024,0.02264485275830787,0.0227832075985432,0.6283185307179586,-0.006841565908122037,12.28436683707445,70.93972612940216,392.809498682944,-14.648822754224023,767.4023022164073,858.1287782145521,17,-3457.664394055388,2562.876198996921,0,-7880.9732470416275,177.53733437694387,208.73012571347547,625.698003997693,0.0,3465.878954910689,2566.097820196407,7896.842325778051,0.0,525.7369375799212,89426.6800590115,204174.89337555712,-217776.0670578033,-194198.7746289084,11420295.024728553,25585079.448408462,-29780980.58351779,0,7,13,312,342,1
3,1424.5061447282078,1.4309341907501238,7,0.9634377814484681,114,-47.54063557818414,-0.0008581778272556633,0.08268062825855682,0.4951319588378799,-0.46364760900080615,-0.22689265361872554,22.710069543966952,137.03943503631785,-101.64142728568517,1178.6147224039478,1372.423039736655,62,1471.4939916819665,1258.453348143592,4387.051218030906,0.0,-314.91993165997576,456.5621241892095,375.86737162836573,-1698.2133747216412,1558.3694131055963,1274.8349835049646,4704.269024589254,0.0,1034.1962979941588,40371.89149871735,152971.42101371297,-149017.7011104895,95453.2845995488,7768851.958724041,24426407.46863857,-33896226.25996938,0.06411051750183283,7,13,343,457,1
1,194.46128615395062,0.7364270687103289,2,0.8002524585525236,63,134.92260252250293,-0.00105814943325053,0.25876044779972,1.0471975511965976,-1.5707963267948966,5.431272959240879,65.3048094002467,393.02039053068523,-198.97911016463235,490.9389655407234,155.6181223379848,38,-164.97768923340345,197.6255111298993,235.84705353126407,-750.4345907262738,249.82016993209817,243.22970183994758,1000.5197841190327,17.806200727649404,375.33297480129596,212.87628320980076,1031.3121876107377,18.769383591173217,901.0981813544361,26839.71980354879,79755.78827790458,-51997.54531548634,-62680.279489376524,5394732.8252700865,12370997.027352504,-12688496.713795241,0.007993459701538086,7,13,458,520,1
4,1279.7955537219648,2.327831029891966,3,0.8225145502677377,116,227.35432657377697,0.0005848386020050122,0.25265747250012766,1.0471975511965976,-1.5707963267948966,4.107575357001475,113.79968353741705,771.2061902750198,-773.4335919490137,1278.572561015815,1052.6504643042722,81,-1136.2100443352087,1582.8840001456745,1000.6988160209955,-5516.519552177881,36.65606064152779,95.61574481430789,353.7109124642333,-250.15978290042645,1375.060328865255,1380.500600911451,5516.519552177881,0.0,1482.8362539596021,43416.00447221949,191689.11844494648,-111447.84363650213,115373.77318811404,7559808.368956423,23944607.551609945,-26869844.838986393,0,7,13,521,636,1
3,578.742669092129,0.4409379959106446,7,0.9109241390870692,42,-9.39014178390606,0.011345698240848247,0.18866793973757753,0.7853981633974483,-0.5553603672697913,-0.3983162677035217,36.749491713269094,73.59778191793424,-98.23458753296866,604.0888421876107,527.1906675957001,6,1480.6434986820418,1093.631628863652,6075.457497903484,0.0,-611.6377033929894,1041.2101519021342,546.2578061407222,-5116.174735076618,1746.962428724949,1330.7874691795457,7942.696502364167,22.29018677056752,42336.1704920974,335336.13258829527,2051026.0394896406,-447227.3017912191,13235781.929136893,111350953.39791183,681243616.7318544,-179986155.18134692,0.02454733848571777,7,14,2,44,1
3,753.7104298995231,1.0810737609863281,0,0.8070707268888732,74,-6.944770438886614,-0.016092783963324198,0.18110311806361382,0.7853981633974483,-0.7853981633974483,-5.004100483545733,33.07352512217243,138.47378248512373,-98.2111579014513,1738.458210862994,608.2976245227331,27,838.2251753500162,1071.9972902738466,4003.0340302424765,0.0,586.5297967615993,1201.506585057722,3502.23696060597,-750.456969046341,1261.9717277784607,1425.4491130572856,4532.853330594041,0.0,824.3266778735538,41434.916026615014,113615.5351745935,-125919.42951373625,-110088.0257102685,6655475.604175318,17313909.17019503,-15647102.337373452,0.029997587203979492,7,14,45,119,1
3,78.59845036300419,1.4087839126586923,1,0.6238113151350813,34,22.046647080374264,-0.06078865359941692,0.5721064565306787,0.7853981633974483,-3.141592653589793,4.947501394870634,43.46961121723741,177.20272503123917,-81.66158975100588,1476.7103814725324,49.03060268852505,21,36.9701648772775,84.84079411671053,277.7592794940736,0.0,180.65028810013763,263.8276559899998,617.6450491841565,-375.35160934283925,284.9935619157924,163.46609107829994,617.6450491841565,0.0,2013.5368637108438,25641.6679241665,52820.479758791014,-48851.86158837739,191876.10037056386,5650035.818604365,11843169.99674282,-9735937.3075607,0.00886440277099565,7,14,120,154,1
