record timestamp,client timestamp,button,state,x,y
1.7313802242279053,1.7313802242279053,Left,Pressed,1452.0,0.0
1.810338020324707,1.810338020324707,Left,Released,1452.0,0.0
1.9466428756713867,1.9466428756713867,NoButton,Move,1453.0,3.0
1.9550306797027588,1.9550306797027588,NoButton,Move,1453.0,12.0
1.9630153179168701,1.9630153179168701,NoButton,Move,1455.0,29.0
1.9710147380828857,1.9710147380828857,NoButton,Move,1458.0,49.0
1.9784748554229736,1.9784748554229736,NoButton,Move,1460.0,72.0
1.9864885807037354,1.9864885807037354,NoButton,Move,1462.0,98.0
1.9950587749481201,1.9950587749481201,NoButton,Move,1465.0,126.0
2.003167152404785,2.003167152404785,NoButton,Move,1465.0,154.0
2.0111725330352783,2.0111725330352783,NoButton,Move,1465.0,182.0
2.019171714782715,2.019171714782715,NoButton,Move,1465.0,217.0
2.0271668434143066,2.0271668434143066,NoButton,Move,1467.0,253.0
2.035160779953003,2.035160779953003,NoButton,Move,1470.0,295.0
2.042478561401367,2.042478561401367,NoButton,Move,1473.0,338.0
2.051166296005249,2.051166296005249,NoButton,Move,1479.0,381.0
2.0590903759002686,2.0590903759002686,NoButton,Move,1484.0,419.0
2.066366672515869,2.066366672515869,NoButton,Move,1489.0,452.0
2.075108766555786,2.075108766555786,NoButton,Move,1494.0,478.0
2.0830681324005127,2.0830681324005127,NoButton,Move,1501.0,504.0
2.091050148010254,2.091050148010254,NoButton,Move,1508.0,527.0
2.099109172821045,2.099109172821045,NoButton,Move,1515.0,550.0
2.106334924697876,2.106334924697876,NoButton,Move,1524.0,576.0
2.1151535511016846,2.1151535511016846,NoButton,Move,1536.0,600.0
2.123155117034912,2.123155117034912,NoButton,Move,1548.0,621.0
2.1310818195343018,2.1310818195343018,NoButton,Move,1559.0,642.0
2.1390810012817383,2.1390810012817383,NoButton,Move,1571.0,660.0
2.146486759185791,2.146486759185791,NoButton,Move,1579.0,673.0
2.155069589614868,2.155069589614868,NoButton,Move,1588.0,685.0
2.162579298019409,2.162579298019409,NoButton,Move,1596.0,696.0
2.1705775260925293,2.1705775260925293,NoButton,Move,1602.0,708.0
2.1785728931427,2.1785728931427,NoButton,Move,1608.0,716.0
2.186569929122925,2.186569929122925,NoButton,Move,1613.0,723.0
2.1950502395629883,2.1950502395629883,NoButton,Move,1617.0,730.0
2.2026119232177734,2.2026119232177734,NoButton,Move,1620.0,735.0
2.2110331058502197,2.2110331058502197,NoButton,Move,1621.0,739.0
2.218616247177124,2.218616247177124,NoButton,Move,1625.0,744.0
2.227611541748047,2.227611541748047,NoButton,Move,1626.0,747.0
2.2356066703796387,2.2356066703796387,NoButton,Move,1628.0,752.0
2.2436017990112305,2.2436017990112305,NoButton,Move,1629.0,755.0
2.2505974769592285,2.2505974769592285,NoButton,Move,1631.0,758.0
2.2585928440093994,2.2585928440093994,NoButton,Move,1632.0,760.0
2.266589403152466,2.266589403152466,NoButton,Move,1633.0,763.0
2.274585008621216,2.274585008621216,NoButton,Move,1635.0,766.0
2.2825796604156494,2.2825796604156494,NoButton,Move,1636.0,769.0
2.2905757427215576,2.2905757427215576,NoButton,Move,1638.0,772.0
2.298569679260254,2.298569679260254,NoButton,Move,1639.0,777.0
2.306565523147583,2.306565523147583,NoButton,Move,1643.0,781.0
2.314560651779175,2.314560651779175,NoButton,Move,1646.0,786.0
2.3225560188293457,2.3225560188293457,NoButton,Move,1649.0,791.0
2.3305509090423584,2.3305509090423584,NoButton,Move,1652.0,796.0
2.3385486602783203,2.3385486602783203,NoButton,Move,1655.0,801.0
2.3465428352355957,2.3465428352355957,NoButton,Move,1658.0,805.0
2.3545427322387695,2.3545427322387695,NoButton,Move,1662.0,812.0
2.3625338077545166,2.3625338077545166,NoButton,Move,1667.0,819.0
2.3705294132232666,2.3705294132232666,NoButton,Move,1671.0,826.0
2.3785240650177,2.3785240650177,NoButton,Move,1676.0,834.0
2.386518955230713,2.386518955230713,NoButton,Move,1682.0,841.0
2.394515037536621,2.394515037536621,NoButton,Move,1687.0,849.0
2.402510166168213,2.402510166168213,NoButton,Move,1693.0,856.0
2.410505771636963,2.410505771636963,NoButton,Move,1697.0,863.0
2.4184999465942383,2.4184999465942383,NoButton,Move,1702.0,870.0
2.426495313644409,2.426495313644409,NoButton,Move,1706.0,877.0
2.4344918727874756,2.4344918727874756,NoButton,Move,1710.0,882.0
2.443488359451294,2.443488359451294,NoButton,Move,1715.0,887.0
2.4504826068878174,2.4504826068878174,NoButton,Move,1719.0,892.0
2.458477020263672,2.458477020263672,NoButton,Move,1722.0,897.0
2.466473340988159,2.466473340988159,NoButton,Move,1725.0,900.0
2.4764699935913086,2.4764699935913086,NoButton,Move,1726.0,901.0
2.4834630489349365,2.4834630489349365,NoButton,Move,1729.0,902.0
2.4914581775665283,2.4914581775665283,NoButton,Move,1730.0,904.0
2.4984545707702637,2.4984545707702637,NoButton,Move,1731.0,905.0
2.506451368331909,2.506451368331909,NoButton,Move,1732.0,906.0
2.5144455432891846,2.5144455432891846,NoButton,Move,1733.0,907.0
2.5224409103393555,2.5224409103393555,NoButton,Move,1736.0,909.0
