record timestamp,client timestamp,button,state,x,y
0.9952116012573242,0.9952116012573242,Left,Pressed,1473.0,0.0
1.0670297145843506,1.0670297145843506,Left,Released,1473.0,0.0
1.122939109802246,1.122939109802246,NoButton,Move,1474.0,0.0
1.138434886932373,1.138434886932373,NoButton,Move,1476.0,0.0
1.146925926208496,1.146925926208496,NoButton,Move,1478.0,0.0
1.1549255847930908,1.1549255847930908,NoButton,Move,1481.0,0.0
1.162597894668579,1.162597894668579,NoButton,Move,1484.0,0.0
1.1705389022827148,1.1705389022827148,NoButton,Move,1488.0,-2.0
1.178929328918457,1.178929328918457,NoButton,Move,1491.0,0.0
1.1866230964660645,1.1866230964660645,NoButton,Move,1494.0,0.0
1.1946218013763428,1.1946218013763428,NoButton,Move,1495.0,0.0
1.2029366493225098,1.2029366493225098,NoButton,Move,1497.0,0.0
1.2109341621398926,1.2109341621398926,NoButton,Move,1499.0,-1.0
1.2189345359802246,1.2189345359802246,NoButton,Move,1500.0,0.0
1.2502765655517578,1.2502765655517578,NoButton,Move,1501.0,-1.0
1.3144071102142334,1.3144071102142334,Left,Pressed,1501.0,0.0
1.3942217826843262,1.3942217826843262,Left,Released,1501.0,0.0
1.6266474723815918,1.6266474723815918,NoButton,Move,1501.0,0.0
1.682509422302246,1.682509422302246,NoButton,Move,1501.0,1.0
1.7309784889221191,1.7309784889221191,NoButton,Move,1501.0,2.0
1.738955020904541,1.738955020904541,NoButton,Move,1501.0,4.0
1.7470617294311523,1.7470617294311523,NoButton,Move,1501.0,6.0
1.7549543380737305,1.7549543380737305,NoButton,Move,1497.0,13.0
1.7629802227020264,1.7629802227020264,NoButton,Move,1493.0,25.0
1.7709784507751465,1.7709784507751465,NoButton,Move,1489.0,40.0
1.7789790630340576,1.7789790630340576,NoButton,Move,1482.0,58.0
1.7867999076843262,1.7867999076843262,NoButton,Move,1475.0,79.0
1.7948377132415771,1.7948377132415771,NoButton,Move,1466.0,99.0
1.8029801845550537,1.8029801845550537,NoButton,Move,1454.0,126.0
1.8109819889068604,1.8109819889068604,NoButton,Move,1438.0,160.0
1.818892002105713,1.818892002105713,NoButton,Move,1422.0,193.0
1.826937198638916,1.826937198638916,NoButton,Move,1410.0,217.0
1.83493971824646,1.83493971824646,NoButton,Move,1396.0,238.0
1.842925786972046,1.842925786972046,NoButton,Move,1384.0,259.0
1.8501627445220947,1.8501627445220947,NoButton,Move,1370.0,280.0
1.858924388885498,1.858924388885498,NoButton,Move,1356.0,301.0
